timestamp,model,prompt_tokens,completion_tokens,cost,api_key_name
2026-02-23T13:17:37.644494+00:00,gpt-4o,5667,1734,0.031508,customer_support_agent
2026-02-23T13:32:18.684093+00:00,gpt-4o,1697,370,0.007942,email_drafting
2026-02-23T13:33:45.122858+00:00,gpt-4o,5488,1883,0.03255,customer_support_agent
2026-02-23T13:34:06.910948+00:00,gpt-4o,1294,337,0.006605,email_drafting
2026-02-23T13:40:38.243431+00:00,gpt-4o,32132,5596,0.13629,code_review
2026-02-23T13:51:49.445677+00:00,gpt-4o-mini,2262,320,0.000531,data_extraction
2026-02-23T14:13:34.975601+00:00,gpt-4o,2340,859,0.01444,data_extraction
2026-02-23T14:26:32.914126+00:00,gpt-4o,15226,7916,0.117225,code_review
2026-02-23T14:27:50.680735+00:00,gpt-4o,6925,3753,0.054843,doc_qa
2026-02-23T14:42:23.123672+00:00,gpt-4o,28260,7981,0.15046,code_review
2026-02-23T14:52:40.763691+00:00,gpt-4o,504,410,0.00536,email_drafting
2026-02-23T15:06:04.929729+00:00,gpt-4o,38308,2336,0.11913,code_review
2026-02-23T15:08:48.237997+00:00,gpt-4o,19837,3856,0.088152,doc_qa
2026-02-23T15:11:33.416492+00:00,gpt-4o-mini,24176,1850,0.004736,doc_qa
2026-02-23T15:24:01.236024+00:00,gpt-4o,28288,2796,0.09868,code_review
2026-02-23T15:48:45.698773+00:00,gpt-4o-mini,19932,3897,0.005328,doc_qa
2026-02-23T15:50:11.845246+00:00,gpt-4o-mini,4673,592,0.001056,customer_support_agent
2026-02-23T15:52:42.266180+00:00,gpt-4o,4288,1083,0.02155,customer_support_agent
2026-02-23T16:13:56.733231+00:00,gpt-4o-mini,15475,3633,0.004501,doc_qa
2026-02-23T16:20:54.246032+00:00,gpt-4o,898,978,0.012025,email_drafting
2026-02-23T16:22:43.837961+00:00,gpt-4o,20985,2941,0.081873,doc_qa
2026-02-23T16:34:48.456383+00:00,gpt-4o,4022,1984,0.029895,customer_support_agent
2026-02-23T16:45:22.435012+00:00,gpt-4o,11086,6127,0.088985,code_review
2026-02-23T17:59:40.369302+00:00,gpt-4o-mini,3391,446,0.000776,data_extraction
2026-02-23T18:08:13.158952+00:00,gpt-4o,4271,646,0.017137,customer_support_agent
2026-02-23T18:44:24.929375+00:00,gpt-4o,1388,810,0.01157,email_drafting
2026-02-23T18:47:16.901271+00:00,gpt-4o-mini,24770,2617,0.005286,doc_qa
2026-02-23T19:06:31.209448+00:00,gpt-4o,4146,1480,0.025165,customer_support_agent
2026-02-23T19:09:43.078979+00:00,gpt-4o-mini,18260,5111,0.005806,code_review
2026-02-23T19:18:49.731138+00:00,gpt-4o-mini,8182,1389,0.002061,doc_qa
2026-02-23T19:44:16.234270+00:00,gpt-4o-mini,27447,4577,0.006863,code_review
2026-02-23T19:44:24.598349+00:00,gpt-4o,4644,1125,0.02286,customer_support_agent
2026-02-23T19:45:11.004254+00:00,gpt-4o,15833,3721,0.076792,doc_qa
2026-02-23T19:55:49.842648+00:00,gpt-4o-mini,4331,546,0.000977,customer_support_agent
2026-02-23T20:04:06.310169+00:00,gpt-4o,9587,2267,0.046637,doc_qa
2026-02-23T20:20:23.631449+00:00,gpt-4o-mini,11279,1272,0.002455,doc_qa
2026-02-23T20:41:43.527527+00:00,gpt-4o,1038,972,0.012315,email_drafting
2026-02-23T20:56:49.173070+00:00,gpt-4o,2514,375,0.010035,data_extraction
2026-02-23T21:29:51.506425+00:00,gpt-4o,5979,1920,0.034147,customer_support_agent
2026-02-23T22:57:00.857428+00:00,gpt-4o,5451,1574,0.029368,customer_support_agent
2026-02-23T23:08:12.176487+00:00,gpt-4o,5060,1675,0.0294,customer_support_agent
2026-02-23T23:41:41.114854+00:00,gpt-4o,35429,2343,0.112003,code_review
2026-02-23T23:50:02.953086+00:00,gpt-4o,8610,2522,0.046745,doc_qa
2026-02-24T00:18:14.143009+00:00,gpt-4o-mini,3301,396,0.000733,data_extraction
2026-02-24T00:42:15.713945+00:00,gpt-4o-mini,4653,1448,0.001567,customer_support_agent
2026-02-24T00:54:34.917224+00:00,gpt-4o,22852,3427,0.0914,doc_qa
2026-02-24T01:08:59.077933+00:00,gpt-4o,1399,604,0.009538,email_drafting
2026-02-24T01:23:35.005164+00:00,gpt-4o,14853,2244,0.059573,doc_qa
2026-02-24T01:40:22.431581+00:00,gpt-4o,14998,1608,0.053575,doc_qa
2026-02-24T01:48:08.155703+00:00,gpt-4o,2146,1214,0.017505,customer_support_agent
2026-02-24T01:58:18.318574+00:00,gpt-4o,3743,1630,0.025657,customer_support_agent
2026-02-24T02:05:40.379391+00:00,gpt-4o,2451,963,0.015758,email_drafting
2026-02-24T02:16:06.014482+00:00,gpt-4o,5834,1341,0.027995,customer_support_agent
2026-02-24T02:30:15.167428+00:00,gpt-4o-mini,31549,2089,0.005986,code_review
2026-02-24T02:44:23.500139+00:00,gpt-4o,3299,644,0.014687,data_extraction
2026-02-24T02:53:35.566109+00:00,gpt-4o,8423,5567,0.076728,code_review
2026-02-24T03:28:51.735406+00:00,gpt-4o,3663,1232,0.021478,customer_support_agent
2026-02-24T03:41:10.736251+00:00,gpt-4o,33410,4568,0.129205,code_review
2026-02-24T03:52:35.596978+00:00,gpt-4o-mini,4664,953,0.001271,customer_support_agent
2026-02-24T03:53:51.683294+00:00,gpt-4o,5453,1345,0.027083,customer_support_agent
2026-02-24T04:35:10.359213+00:00,gpt-4o,3572,1431,0.02324,data_extraction
2026-02-24T04:44:04.828780+00:00,gpt-4o,1775,265,0.007088,email_drafting
2026-02-24T04:56:15.489965+00:00,gpt-4o-mini,2285,1890,0.001477,customer_support_agent
2026-02-24T05:01:34.138319+00:00,gpt-4o,5934,1580,0.030635,customer_support_agent
2026-02-24T05:11:35.268252+00:00,gpt-4o,21656,2715,0.08129,doc_qa
2026-02-24T05:17:20.344776+00:00,gpt-4o,39329,7415,0.172473,code_review
2026-02-24T05:21:19.783255+00:00,gpt-4o,2525,774,0.014052,customer_support_agent
2026-02-24T05:38:37.763955+00:00,gpt-4o,9574,3891,0.062845,code_review
2026-02-24T06:50:27.311426+00:00,gpt-4o,22367,3117,0.087087,doc_qa
2026-02-24T06:59:03.188225+00:00,gpt-4o-mini,4443,566,0.001006,customer_support_agent
2026-02-24T07:00:11.557513+00:00,gpt-4o,17174,3531,0.078245,doc_qa
2026-02-24T07:12:13.929642+00:00,gpt-4o,2607,713,0.013647,data_extraction
2026-02-24T07:14:56.355428+00:00,gpt-4o,7266,3574,0.053905,doc_qa
2026-02-24T08:21:43.705279+00:00,gpt-4o-mini,27845,4152,0.006668,code_review
2026-02-24T08:32:07.226710+00:00,gpt-4o-mini,4027,1104,0.001266,data_extraction
2026-02-24T08:57:34.004674+00:00,gpt-4o-mini,18805,3851,0.005131,doc_qa
2026-02-24T09:02:08.493027+00:00,gpt-4o,13530,2324,0.057065,doc_qa
2026-02-24T09:05:30.292555+00:00,gpt-4o,10068,1920,0.04437,doc_qa
2026-02-24T09:14:54.757452+00:00,gpt-4o-mini,3817,1791,0.001647,customer_support_agent
2026-02-24T09:17:19.242633+00:00,gpt-4o,14371,1121,0.047137,doc_qa
2026-02-24T10:02:17.484434+00:00,gpt-4o-mini,1214,734,0.000623,email_drafting
2026-02-24T10:12:29.256815+00:00,gpt-4o,10218,3306,0.058605,doc_qa
2026-02-24T10:12:59.485741+00:00,gpt-4o,36961,6476,0.157162,code_review
2026-02-24T10:31:26.672347+00:00,gpt-4o,12325,3281,0.063622,doc_qa
2026-02-24T10:59:28.148949+00:00,gpt-4o,5899,597,0.020717,customer_support_agent
2026-02-24T11:17:41.376040+00:00,gpt-4o,26003,7844,0.143448,code_review
2026-02-24T11:36:47.346944+00:00,gpt-4o,10699,2743,0.054178,doc_qa
2026-02-24T11:38:59.268615+00:00,gpt-4o-mini,2935,455,0.000713,data_extraction
2026-02-24T11:54:05.127688+00:00,gpt-4o,11495,6879,0.097527,code_review
2026-02-24T12:33:28.623811+00:00,gpt-4o,24575,3556,0.096998,doc_qa
2026-02-24T12:39:05.103068+00:00,gpt-4o,10718,3904,0.065835,code_review
2026-02-24T13:05:07.685018+00:00,gpt-4o,18752,2946,0.07634,doc_qa
2026-02-24T13:29:22.922020+00:00,gpt-4o,7182,1357,0.031525,doc_qa
2026-02-24T13:33:13.760812+00:00,gpt-4o,3905,1908,0.028843,customer_support_agent
2026-02-24T14:29:15.316054+00:00,gpt-4o,3505,1921,0.027972,customer_support_agent
2026-02-24T14:31:02.364242+00:00,gpt-4o-mini,4548,1822,0.001775,customer_support_agent
2026-02-24T15:02:42.341992+00:00,gpt-4o,3897,1731,0.027053,customer_support_agent
2026-02-24T15:12:11.837852+00:00,gpt-4o,2406,220,0.008215,email_drafting
2026-02-24T15:24:05.488699+00:00,gpt-4o,4384,1821,0.02917,customer_support_agent
2026-02-24T16:41:14.545531+00:00,gpt-4o,14626,2236,0.058925,code_review
2026-02-24T16:49:28.398047+00:00,gpt-4o-mini,3722,1293,0.001334,customer_support_agent
2026-02-24T16:53:32.724295+00:00,gpt-4o,7616,2990,0.04894,doc_qa
2026-02-24T17:08:34.740492+00:00,gpt-4o-mini,3106,1132,0.001145,customer_support_agent
2026-02-24T17:15:02.219175+00:00,gpt-4o,3174,1814,0.026075,customer_support_agent
2026-02-24T17:27:23.026625+00:00,gpt-4o,19227,6484,0.112908,code_review
2026-02-24T17:44:35.013709+00:00,gpt-4o,1384,538,0.00884,email_drafting
2026-02-24T17:49:04.150975+00:00,gpt-4o,21168,3700,0.08992,doc_qa
2026-02-24T17:58:55.141157+00:00,gpt-4o,2668,1562,0.02229,customer_support_agent
2026-02-24T18:00:56.299015+00:00,gpt-4o,2418,1327,0.019315,customer_support_agent
2026-02-24T18:46:30.161115+00:00,gpt-4o,3159,1674,0.024637,customer_support_agent
2026-02-24T18:55:25.658699+00:00,gpt-4o-mini,649,394,0.000334,email_drafting
2026-02-24T18:56:59.604389+00:00,gpt-4o-mini,19491,5759,0.006379,code_review
2026-02-24T19:04:02.350691+00:00,gpt-4o,11772,7785,0.10728,code_review
2026-02-24T19:38:20.976424+00:00,gpt-4o,1570,642,0.010345,email_drafting
2026-02-24T20:01:32.839893+00:00,gpt-4o,5059,1810,0.030747,customer_support_agent
2026-02-24T20:05:06.037887+00:00,gpt-4o-mini,3555,1502,0.001434,customer_support_agent
2026-02-24T20:07:31.926271+00:00,gpt-4o-mini,17067,2449,0.004029,doc_qa
2026-02-24T20:10:03.509327+00:00,gpt-4o,4525,1707,0.028382,customer_support_agent
2026-02-24T20:11:47.595568+00:00,gpt-4o-mini,20128,3076,0.004865,doc_qa
2026-02-24T21:14:41.843117+00:00,gpt-4o-mini,2901,598,0.000794,customer_support_agent
2026-02-24T21:34:35.895817+00:00,gpt-4o,16503,1178,0.053038,doc_qa
2026-02-24T21:35:08.038143+00:00,gpt-4o,5701,3131,0.045563,doc_qa
2026-02-24T21:41:49.443552+00:00,gpt-4o-mini,2509,1268,0.001137,customer_support_agent
2026-02-24T22:51:02.224022+00:00,gpt-4o,17945,5939,0.104252,code_review
2026-02-24T22:59:40.191181+00:00,gpt-4o,24233,5095,0.111533,code_review
2026-02-24T23:19:39.206982+00:00,gpt-4o-mini,5362,1469,0.001686,customer_support_agent
2026-02-24T23:39:16.392870+00:00,gpt-4o,632,790,0.00948,email_drafting
2026-02-24T23:46:34.957644+00:00,gpt-4o,8549,1687,0.038242,doc_qa
2026-02-24T23:48:01.949304+00:00,gpt-4o,10278,2123,0.046925,doc_qa
2026-02-25T00:16:40.133600+00:00,gpt-4o-mini,4437,1104,0.001328,customer_support_agent
2026-02-25T00:47:58.475330+00:00,gpt-4o,20550,6731,0.118685,code_review
2026-02-25T00:51:57.424092+00:00,gpt-4o,13591,6608,0.100057,code_review
2026-02-25T01:23:12.778535+00:00,gpt-4o,32281,7154,0.152243,code_review
2026-02-25T01:34:25.248755+00:00,gpt-4o,9776,3130,0.05574,doc_qa
2026-02-25T01:40:02.195037+00:00,gpt-4o,860,232,0.00447,email_drafting
2026-02-25T02:09:50.949311+00:00,gpt-4o,38849,3314,0.130263,code_review
2026-02-25T02:13:22.411876+00:00,gpt-4o-mini,4081,1076,0.001258,customer_support_agent
2026-02-25T02:21:52.549074+00:00,gpt-4o,1975,673,0.011668,email_drafting
2026-02-25T02:22:17.941468+00:00,gpt-4o,2819,609,0.013137,customer_support_agent
2026-02-25T02:35:24.162847+00:00,gpt-4o,14452,3782,0.07395,doc_qa
2026-02-25T03:09:20.796309+00:00,gpt-4o-mini,2331,919,0.000901,customer_support_agent
2026-02-25T03:17:46.145422+00:00,gpt-4o,1913,906,0.013843,email_drafting
2026-02-25T03:21:37.791486+00:00,gpt-4o,11372,3526,0.06369,code_review
2026-02-25T03:25:42.484535+00:00,gpt-4o,4340,898,0.01983,customer_support_agent
2026-02-25T04:12:35.025773+00:00,gpt-4o,2070,1335,0.018525,customer_support_agent
2026-02-25T04:17:00.897520+00:00,gpt-4o,3843,1125,0.020858,customer_support_agent
2026-02-25T04:57:01.933436+00:00,gpt-4o,17220,3530,0.07835,doc_qa
2026-02-25T05:04:32.230340+00:00,gpt-4o-mini,2073,1365,0.00113,customer_support_agent
2026-02-25T05:07:06.818049+00:00,gpt-4o,33008,5937,0.14189,code_review
2026-02-25T05:13:23.354351+00:00,gpt-4o-mini,4867,1120,0.001402,customer_support_agent
2026-02-25T05:25:13.629247+00:00,gpt-4o-mini,12587,3377,0.003914,doc_qa
2026-02-25T06:41:15.643361+00:00,gpt-4o-mini,27486,7015,0.008332,code_review
2026-02-25T06:48:43.752800+00:00,gpt-4o-mini,2116,906,0.000861,customer_support_agent
2026-02-25T06:53:47.487993+00:00,gpt-4o,11191,2986,0.057838,doc_qa
2026-02-25T07:20:35.210887+00:00,gpt-4o,1957,1258,0.017473,data_extraction
2026-02-25T07:49:18.060345+00:00,gpt-4o-mini,20839,1502,0.004027,doc_qa
2026-02-25T08:03:18.233955+00:00,gpt-4o,2594,697,0.013455,customer_support_agent
2026-02-25T08:28:11.927896+00:00,gpt-4o,20453,3001,0.081143,doc_qa
2026-02-25T09:01:16.472598+00:00,gpt-4o,22312,5191,0.10769,code_review
2026-02-25T09:12:19.074942+00:00,gpt-4o,38660,6372,0.16037,code_review
2026-02-25T09:40:56.299568+00:00,gpt-4o-mini,2106,241,0.00046,email_drafting
2026-02-25T10:06:41.896982+00:00,gpt-4o,3470,1509,0.023765,customer_support_agent
2026-02-25T10:50:30.203469+00:00,gpt-4o,614,281,0.004345,email_drafting
2026-02-25T10:55:02.049558+00:00,gpt-4o-mini,14386,1760,0.003214,doc_qa
2026-02-25T10:59:24.750997+00:00,gpt-4o-mini,1898,989,0.000878,email_drafting
2026-02-25T11:33:18.017883+00:00,gpt-4o,2515,1705,0.023337,customer_support_agent
2026-02-25T12:10:45.015049+00:00,gpt-4o-mini,9909,2867,0.003207,doc_qa
2026-02-25T12:29:44.769407+00:00,gpt-4o,4150,1142,0.021795,data_extraction
2026-02-25T12:38:37.940179+00:00,gpt-4o-mini,2589,625,0.000763,data_extraction
2026-02-25T13:08:50.740025+00:00,gpt-4o,2822,1153,0.018585,customer_support_agent
2026-02-25T13:38:05.084730+00:00,gpt-4o,5912,1812,0.0329,customer_support_agent
2026-02-25T13:53:41.490957+00:00,gpt-4o,3452,738,0.01601,data_extraction
2026-02-25T13:58:58.448811+00:00,gpt-4o,1849,415,0.008772,email_drafting
2026-02-25T14:11:18.943195+00:00,gpt-4o,4916,1417,0.02646,data_extraction
2026-02-25T15:49:55.034931+00:00,gpt-4o,3045,546,0.013073,data_extraction
2026-02-25T15:56:38.596354+00:00,gpt-4o-mini,1735,448,0.000529,email_drafting
2026-02-25T16:00:53.868361+00:00,gpt-4o,2453,1120,0.017332,customer_support_agent
2026-02-25T16:12:05.340907+00:00,gpt-4o-mini,2013,716,0.000732,customer_support_agent
2026-02-25T16:29:06.156601+00:00,gpt-4o-mini,4221,690,0.001047,customer_support_agent
2026-02-25T17:01:26.331171+00:00,gpt-4o,30585,4493,0.121393,code_review
2026-02-25T17:01:42.649972+00:00,gpt-4o,2170,307,0.008495,email_drafting
2026-02-25T17:34:01.439732+00:00,gpt-4o-mini,5203,1325,0.001575,customer_support_agent
2026-02-25T17:58:22.796244+00:00,gpt-4o,3219,1429,0.022337,customer_support_agent
2026-02-25T17:59:08.502231+00:00,gpt-4o-mini,15918,6068,0.006028,code_review
2026-02-25T18:37:57.039650+00:00,gpt-4o,5608,1736,0.03138,customer_support_agent
2026-02-25T19:04:11.803493+00:00,gpt-4o-mini,1637,732,0.000685,email_drafting
2026-02-25T19:29:29.827623+00:00,gpt-4o,10215,7672,0.102258,code_review
2026-02-25T20:04:49.862380+00:00,gpt-4o,2239,1496,0.020557,customer_support_agent
2026-02-25T20:47:18.837635+00:00,gpt-4o,4010,875,0.018775,customer_support_agent
2026-02-25T21:11:01.861714+00:00,gpt-4o,17529,1229,0.056113,doc_qa
2026-02-25T21:27:31.820766+00:00,gpt-4o,19117,1897,0.066763,doc_qa
2026-02-25T22:02:01.938002+00:00,gpt-4o-mini,1269,272,0.000354,email_drafting
2026-02-25T22:36:42.207652+00:00,gpt-4o,3527,1216,0.020978,customer_support_agent
2026-02-25T23:05:35.409434+00:00,gpt-4o-mini,2498,691,0.000789,email_drafting
2026-02-25T23:08:16.957936+00:00,gpt-4o,3986,1664,0.026605,customer_support_agent
2026-02-25T23:59:55.584538+00:00,gpt-4o,740,514,0.00699,email_drafting
2026-02-26T00:10:35.918910+00:00,gpt-4o-mini,18389,7670,0.00736,code_review
2026-02-26T00:17:53.052396+00:00,gpt-4o,13238,1761,0.050705,doc_qa
2026-02-26T01:02:31.411730+00:00,gpt-4o-mini,2281,1431,0.001201,customer_support_agent
2026-02-26T01:09:16.070215+00:00,gpt-4o,5585,1422,0.028182,customer_support_agent
2026-02-26T02:03:06.056360+00:00,gpt-4o,16909,2715,0.069422,code_review
2026-02-26T02:21:39.426842+00:00,gpt-4o-mini,6579,4249,0.003536,code_review
2026-02-26T02:28:20.287797+00:00,gpt-4o,1196,874,0.01173,email_drafting
2026-02-26T02:34:02.569494+00:00,gpt-4o,4807,1045,0.022467,data_extraction
2026-02-26T03:31:30.162403+00:00,gpt-4o,14831,2579,0.062867,doc_qa
2026-02-26T03:37:28.947295+00:00,gpt-4o,5448,1170,0.02532,customer_support_agent
2026-02-26T04:33:42.255648+00:00,gpt-4o-mini,23877,2154,0.004874,doc_qa
2026-02-26T04:55:02.483155+00:00,gpt-4o-mini,5963,1386,0.001726,customer_support_agent
2026-02-26T05:04:51.239137+00:00,gpt-4o,3639,875,0.017848,customer_support_agent
2026-02-26T05:09:44.828146+00:00,gpt-4o,509,840,0.009673,email_drafting
2026-02-26T05:10:37.258081+00:00,gpt-4o,20629,2670,0.078273,doc_qa
2026-02-26T05:20:25.500754+00:00,gpt-4o,35536,5866,0.1475,code_review
2026-02-26T05:22:41.892357+00:00,gpt-4o-mini,13041,3094,0.003813,doc_qa
2026-02-26T05:50:24.289779+00:00,gpt-4o,2450,892,0.015045,data_extraction
2026-02-26T06:01:16.221117+00:00,gpt-4o,546,949,0.010855,email_drafting
2026-02-26T06:04:36.966362+00:00,gpt-4o-mini,5038,1331,0.001554,customer_support_agent
2026-02-26T06:27:33.188387+00:00,gpt-4o,23461,2644,0.085093,doc_qa
2026-02-26T07:22:21.347610+00:00,gpt-4o,12676,2048,0.05217,code_review
2026-02-26T07:59:10.835524+00:00,gpt-4o,744,572,0.00758,email_drafting
2026-02-26T08:11:33.144142+00:00,gpt-4o,16960,1264,0.05504,doc_qa
2026-02-26T08:20:13.500227+00:00,gpt-4o-mini,8745,1796,0.002389,doc_qa
2026-02-26T08:23:58.943052+00:00,gpt-4o,2178,597,0.011415,customer_support_agent
